ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
5416,26-39,female,majority,20-29y,high school,working class,0.185381,0,before 2015,0,0,10022,24762,sedan,1,0,0,0
5417,26-39,male,majority,0-9y,high school,working class,0.098621,1,after 2015,1,1,10048,13944,sedan,0,3,1,0
5418,26-39,male,minority,20-29y,high school,working class,0.378206,1,after 2015,0,0,10032,8817,sports car,2,0,0,0
5419,26-39,male,majority,20-29y,high school,middle class,0.795712,1,after 2015,0,0,10007,10759,sports car,0,0,2,0
5420,26-39,male,minority,0-9y,high school,upper class,0.707382,0,after 2015,1,1,10032,13826,sedan,0,1,1,0
5421,26-39,male,minority,30y+,none,upper class,0.106695,1,before 2015,0,1,10068,7812,sedan,2,0,1,0
5422,26-39,female,minority,20-29y,university,middle class,0.798461,1,before 2015,0,0,10048,12822,sedan,0,0,1,0
5423,65+,male,minority,20-29y,none,middle class,0.460847,0,after 2015,0,1,10081,18931,sedan,0,0,0,0
5424,26-39,female,majority,10-19y,high school,middle class,0.032631,0,after 2015,0,1,10238,15399,sedan,0,0,0,0
5425,26-39,female,minority,30y+,university,middle class,0.223826,1,after 2015,0,1,10048,20685,sports car,0,0,0,0
5426,40-64,female,majority,20-29y,high school,middle class,0.785186,0,before 2015,0,0,10015,7118,sedan,1,0,3,0
5427,65+,female,majority,10-19y,none,middle class,0.7333,1,after 2015,0,0,10032,21779,sedan,3,2,2,1
5428,26-39,male,majority,0-9y,high school,middle class,0.188351,1,after 2015,0,1,10009,11679,sedan,4,0,4,1
5429,40-64,female,majority,0-9y,none,upper class,0.037999,0,after 2015,1,1,10032,12070,sedan,0,0,3,0
5430,40-64,male,majority,0-9y,high school,poverty,0.295202,1,after 2015,0,0,10048,16854,sedan,0,1,0,0
5431,40-64,female,majority,30y+,high school,working class,0.794927,0,after 2015,0,0,10015,19409,sports car,1,1,1,0
5432,16-25,female,majority,10-19y,high school,working class,0.93839,1,after 2015,0,1,10048,8093,sedan,0,0,1,0
5433,40-64,female,majority,30y+,high school,middle class,0.572886,0,after 2015,0,0,10048,5405,sports car,3,1,2,1
5434,16-25,female,majority,0-9y,high school,working class,0.091104,0,before 2015,0,1,10081,10536,sedan,0,0,0,0
5435,40-64,male,minority,10-19y,university,working class,0.502086,1,before 2015,0,1,10068,11576,sedan,2,0,3,0
5436,40-64,male,majority,30y+,high school,middle class,0.998791,1,after 2015,1,1,10068,8048,sports car,1,0,0,0
5437,26-39,female,majority,0-9y,none,middle class,0.938669,0,after 2015,1,1,10081,20342,sedan,1,0,4,1
5438,40-64,male,majority,20-29y,university,middle class,0.993211,1,before 2015,1,0,10081,18115,sedan,1,0,4,0
5439,16-25,female,majority,30y+,university,working class,0.699415,0,before 2015,1,0,10048,9067,sports car,5,0,0,1
5440,40-64,male,majority,30y+,none,middle class,0.426089,1,before 2015,0,1,10065,8102,sedan,0,0,4,0
5441,26-39,female,majority,30y+,university,middle class,0.89313,0,before 2015,0,0,10032,14729,sedan,0,0,0,0
5442,26-39,male,majority,30y+,university,upper class,0.89518,1,after 2015,0,0,10081,22104,sedan,1,1,0,0
5443,16-25,male,majority,20-29y,high school,middle class,0.144365,1,before 2015,1,0,10032,12515,sports car,1,0,1,0
5444,65+,female,majority,0-9y,university,poverty,0.775386,0,before 2015,0,1,10068,17595,sedan,0,0,0,0
5445,16-25,male,minority,20-29y,high school,middle class,0.91931,1,after 2015,0,0,10022,9466,sedan,0,0,1,0
5446,26-39,male,majority,30y+,university,poverty,0.89852,1,after 2015,0,0,10032,23103,sedan,0,0,0,0
5447,26-39,male,minority,10-19y,none,working class,0.706834,1,after 2015,0,0,10065,21308,sedan,1,0,4,0
5448,40-64,male,minority,10-19y,high school,working class,0.537358,0,after 2015,1,1,10238,21642,sports car,3,0,5,1
5449,40-64,male,majority,20-29y,university,upper class,0.776749,1,before 2015,0,1,10048,5216,sedan,4,1,0,0
5450,16-25,male,minority,20-29y,none,working class,0.516156,0,after 2015,0,0,10022,14781,sedan,0,1,0,0
5451,26-39,female,minority,0-9y,none,middle class,0.321234,0,after 2015,1,1,10007,5527,sedan,0,0,2,0
5452,26-39,male,minority,20-29y,university,working class,0.258938,1,before 2015,0,0,10238,21964,sedan,0,0,2,0
5453,26-39,female,majority,20-29y,high school,upper class,0.540657,0,before 2015,1,0,10065,8440,sedan,1,0,2,0
5454,26-39,male,majority,20-29y,university,middle class,0.455955,1,after 2015,1,0,10065,19490,sedan,0,0,0,0
5455,40-64,male,majority,10-19y,high school,middle class,0.524495,1,before 2015,1,0,10068,9962,sports car,3,0,0,0
5456,26-39,male,majority,0-9y,university,middle class,0.260697,1,before 2015,0,1,10081,21692,sports car,1,0,2,1
5457,26-39,female,minority,20-29y,high school,working class,0.590583,0,before 2015,0,1,10068,11277,sports car,5,1,0,1
5458,26-39,male,minority,20-29y,high school,upper class,0.662074,1,after 2015,0,0,10068,5819,sports car,0,0,0,0
5459,65+,female,majority,10-19y,high school,middle class,0.806849,0,before 2015,1,1,10007,5946,sedan,1,0,0,0
5460,65+,female,minority,10-19y,university,middle class,0.589987,1,before 2015,0,1,10032,22162,sports car,3,1,1,1
5461,40-64,male,minority,10-19y,high school,middle class,0.756071,1,before 2015,0,0,10065,22893,sports car,0,3,4,1
5462,26-39,female,majority,10-19y,high school,upper class,0.169385,1,before 2015,1,0,10081,19920,sedan,1,0,3,1
5463,16-25,male,majority,30y+,none,poverty,0.121063,1,after 2015,1,1,10068,24427,sedan,3,0,1,0
5464,26-39,male,majority,20-29y,none,working class,0.179641,0,before 2015,1,0,10238,23284,sedan,2,0,2,0
5465,26-39,female,minority,30y+,high school,upper class,0.846265,0,before 2015,1,1,10015,19342,sports car,1,0,1,0
5466,40-64,female,minority,10-19y,university,poverty,0.55615,0,before 2015,1,0,10065,5249,sedan,1,0,5,0
5467,40-64,female,majority,10-19y,high school,middle class,0.455315,0,after 2015,0,0,10009,8761,sedan,1,0,0,0
5468,65+,female,majority,0-9y,high school,working class,0.762159,0,after 2015,1,1,10068,9373,sedan,1,0,2,0
5469,40-64,female,minority,20-29y,university,working class,0.124078,1,after 2015,1,0,10015,10599,sedan,0,0,2,0
5470,26-39,female,minority,10-19y,university,middle class,0.006208,0,before 2015,0,0,10065,10420,sedan,0,0,2,0
5471,40-64,male,majority,20-29y,university,upper class,0.310965,1,after 2015,0,0,10009,8818,sports car,1,1,5,1
5472,26-39,female,majority,10-19y,university,middle class,0.248894,1,before 2015,1,0,10009,14716,sedan,5,0,0,0
5473,16-25,female,minority,0-9y,none,poverty,0.307331,0,after 2015,1,1,10007,24220,sports car,0,0,1,0
5474,40-64,male,majority,0-9y,university,working class,0.973569,1,after 2015,0,1,10007,5922,sedan,0,0,4,0
5475,16-25,male,majority,30y+,none,upper class,0.567746,1,after 2015,1,1,10022,8399,sedan,0,1,2,0
5476,26-39,male,minority,10-19y,university,poverty,0.589112,1,before 2015,1,0,10032,12293,sedan,1,0,1,0
5477,26-39,female,majority,10-19y,high school,working class,0.655669,1,before 2015,0,1,10068,17191,sports car,0,0,2,0
5478,40-64,female,minority,30y+,high school,upper class,0.397725,1,before 2015,1,1,10048,7691,sports car,1,2,1,0
5479,40-64,female,majority,20-29y,university,upper class,0.978976,0,after 2015,0,0,10032,16195,sports car,1,2,2,0
5480,26-39,male,majority,0-9y,university,middle class,0.973261,0,after 2015,1,1,10065,7667,sports car,1,0,2,0
5481,40-64,female,majority,0-9y,university,working class,0.769245,1,after 2015,0,0,10081,9079,sedan,1,1,4,1
5482,26-39,male,majority,10-19y,high school,working class,0.211692,0,before 2015,1,0,10048,5349,sedan,2,0,0,0
5483,26-39,female,majority,20-29y,none,working class,0.880197,1,after 2015,0,0,10081,24209,sedan,1,0,0,0
5484,40-64,female,minority,20-29y,university,middle class,0.10092,1,before 2015,0,0,10007,10221,sedan,2,0,0,0
5485,40-64,female,majority,10-19y,none,working class,0.629895,0,after 2015,1,1,10081,17233,sedan,2,1,2,0
5486,65+,female,minority,30y+,university,poverty,0.457215,0,after 2015,1,0,10022,9956,sedan,0,1,1,0
5487,26-39,female,majority,0-9y,high school,working class,0.039216,0,after 2015,0,0,10048,23533,sports car,5,0,1,1
5488,40-64,male,majority,0-9y,high school,upper class,0.903907,1,after 2015,1,0,10081,5904,sedan,0,0,2,0
5489,40-64,male,majority,30y+,university,middle class,0.961093,0,before 2015,1,0,10068,14883,sports car,2,0,3,0
5490,65+,female,minority,0-9y,university,middle class,0.907395,0,before 2015,0,0,10009,11537,sports car,2,0,1,1
5491,26-39,male,majority,30y+,university,poverty,0.192467,0,before 2015,0,0,10238,12315,sedan,1,0,0,0
5492,40-64,male,majority,20-29y,high school,upper class,0.332982,0,after 2015,1,0,10048,7020,sports car,0,0,0,0
5493,40-64,female,minority,0-9y,university,middle class,0.955733,1,before 2015,1,0,10009,12841,sedan,0,0,0,0
5494,26-39,male,majority,10-19y,university,middle class,0.106424,1,after 2015,1,1,10048,19670,sedan,4,0,2,1
5495,26-39,male,majority,10-19y,university,upper class,0.583305,1,before 2015,0,0,10068,18678,sedan,1,1,0,0
5496,26-39,female,majority,30y+,university,poverty,0.485522,1,after 2015,1,0,10009,23375,sedan,0,0,0,0
5497,40-64,male,majority,10-19y,university,middle class,0.151899,1,after 2015,1,0,10081,6187,sedan,3,0,1,0
5498,65+,male,majority,10-19y,none,middle class,0.886577,1,after 2015,1,0,10048,23064,sedan,0,0,3,0
5499,40-64,male,minority,0-9y,high school,poverty,0.134154,1,after 2015,1,1,10007,14027,sports car,1,0,3,1
5500,40-64,female,minority,20-29y,university,working class,0.592707,0,after 2015,1,0,10065,13410,sedan,1,1,2,0
5501,40-64,female,minority,0-9y,university,upper class,0.318181,0,after 2015,1,0,10238,13610,sports car,0,0,2,0
5502,16-25,female,majority,0-9y,high school,working class,0.417981,1,after 2015,1,1,10068,18896,sedan,1,0,4,1
5503,26-39,male,minority,30y+,university,middle class,0.21136,0,before 2015,0,1,10238,13959,sedan,1,0,2,0
5504,26-39,female,majority,10-19y,university,middle class,0.624669,1,before 2015,0,0,10032,24555,sedan,2,0,0,0
5505,26-39,female,majority,0-9y,high school,working class,0.988677,1,after 2015,1,0,10068,18607,sports car,3,0,0,0
5506,26-39,female,majority,20-29y,high school,working class,0.833543,0,before 2015,0,0,10081,17116,sedan,3,0,0,0
5507,40-64,female,minority,30y+,university,poverty,0.683206,1,after 2015,1,0,10065,8150,sports car,0,3,1,0
5508,26-39,male,majority,0-9y,high school,working class,0.756381,0,before 2015,1,0,10032,9757,sports car,0,3,0,1
5509,26-39,male,majority,0-9y,high school,upper class,0.839287,0,before 2015,1,1,10238,18612,sports car,3,2,2,1
5510,26-39,male,minority,0-9y,university,upper class,0.472547,1,after 2015,0,0,10007,12567,sedan,0,0,1,0
5511,16-25,male,majority,0-9y,university,working class,0.567044,0,before 2015,1,1,10022,20336,sports car,2,0,1,1
5512,65+,female,majority,20-29y,high school,working class,0.895483,1,after 2015,1,0,10081,13572,sedan,1,0,0,0
5513,65+,female,majority,20-29y,university,working class,0.695947,1,before 2015,0,1,10081,22437,sedan,2,0,2,0
5514,40-64,female,minority,20-29y,high school,working class,0.136023,0,before 2015,0,1,10068,16923,sedan,5,0,3,1
5515,16-25,male,majority,10-19y,high school,middle class,0.779536,0,after 2015,1,0,10065,21887,sports car,0,0,1,0
5516,40-64,male,majority,30y+,university,poverty,0.022706,1,before 2015,1,1,10081,22619,sports car,2,0,0,0
5517,40-64,male,minority,10-19y,university,upper class,0.847527,1,before 2015,0,0,10068,11583,sedan,3,1,1,0
5518,40-64,male,majority,30y+,high school,working class,0.788299,1,after 2015,0,0,10081,12861,sedan,3,0,1,0
5519,16-25,male,majority,10-19y,none,upper class,0.830746,1,after 2015,1,0,10081,19480,sedan,1,1,0,0
5520,40-64,female,minority,20-29y,university,middle class,0.023593,0,before 2015,0,0,10009,7453,sedan,2,3,2,1
5521,40-64,male,majority,10-19y,university,middle class,0.972449,0,after 2015,1,1,10015,7883,sedan,1,0,2,0
5522,40-64,female,majority,10-19y,high school,upper class,0.614132,1,after 2015,0,1,10032,21434,sedan,0,0,0,0
5523,40-64,male,majority,30y+,none,working class,0.800048,1,before 2015,0,1,10022,5257,sports car,0,2,4,1
5524,26-39,female,majority,0-9y,high school,middle class,0.566559,0,after 2015,0,1,10032,5751,sports car,0,1,2,0
5525,40-64,female,minority,20-29y,none,middle class,0.339749,0,after 2015,1,1,10022,16512,sedan,0,0,1,0
5526,16-25,male,majority,20-29y,high school,middle class,0.296148,1,before 2015,1,1,10009,24259,sedan,0,0,1,0
5527,40-64,female,majority,20-29y,none,middle class,0.069934,1,after 2015,0,0,10007,23655,sedan,0,0,1,0
5528,16-25,female,minority,20-29y,high school,working class,0.542515,1,before 2015,1,1,10007,13820,sedan,1,0,3,0
5529,26-39,female,majority,10-19y,high school,working class,0.143589,1,after 2015,1,0,10048,20983,sedan,3,0,1,0
5530,26-39,male,majority,10-19y,none,middle class,0.567517,0,before 2015,1,0,10068,18930,sports car,1,0,0,0
5531,40-64,male,majority,30y+,none,poverty,0.624916,1,before 2015,0,1,10065,21072,sedan,3,0,2,1
5532,16-25,female,majority,10-19y,university,upper class,0.442081,1,after 2015,1,0,10238,9854,sedan,0,1,1,0
5533,40-64,female,majority,20-29y,none,middle class,0.156325,1,after 2015,0,0,10015,11532,sedan,0,0,1,0
5534,40-64,male,majority,0-9y,university,working class,0.432707,1,after 2015,1,1,10032,20538,sedan,0,1,2,0
5535,26-39,male,majority,0-9y,university,poverty,0.878672,1,before 2015,1,0,10068,10468,sports car,4,2,1,1
5536,16-25,female,minority,10-19y,none,middle class,0.458048,0,after 2015,1,0,10007,20158,sedan,0,0,0,0
5537,16-25,male,minority,20-29y,high school,poverty,0.342729,1,after 2015,0,1,10068,20055,sedan,0,0,0,0
5538,65+,female,majority,10-19y,university,middle class,0.629764,1,after 2015,1,0,10007,20290,sports car,0,2,2,1
5539,40-64,female,majority,0-9y,high school,poverty,0.618862,0,before 2015,1,0,10009,13730,sports car,5,0,1,1
5540,26-39,female,majority,0-9y,high school,middle class,0.090616,0,after 2015,0,1,10009,8853,sedan,4,1,0,1
5541,16-25,male,majority,10-19y,university,working class,0.236491,1,after 2015,0,1,10009,6912,sports car,1,0,0,0
5542,40-64,male,minority,0-9y,none,middle class,0.494405,0,after 2015,0,1,10065,8881,sedan,1,0,3,0
5543,65+,male,minority,0-9y,university,poverty,0.366331,0,after 2015,1,1,10048,14816,sedan,0,0,0,0
5544,40-64,female,majority,20-29y,university,poverty,0.319957,1,before 2015,1,1,10007,10221,sedan,3,1,1,0
5545,40-64,female,majority,10-19y,none,working class,0.445714,0,after 2015,0,0,10022,22174,sports car,1,1,0,0
5546,16-25,female,majority,10-19y,none,working class,0.290314,0,before 2015,1,0,10022,19666,sedan,3,0,0,0
5547,16-25,female,majority,30y+,high school,working class,0.347472,1,after 2015,1,0,10068,19813,sedan,1,0,1,0
5548,16-25,male,minority,10-19y,university,poverty,0.77363,0,after 2015,1,1,10007,10921,sedan,0,0,1,0
5549,26-39,male,minority,30y+,high school,working class,0.510231,1,after 2015,0,1,10068,14401,sports car,0,3,4,1
5550,16-25,female,majority,10-19y,high school,middle class,0.872856,1,after 2015,1,1,10009,17683,sedan,4,0,0,0
5551,26-39,male,majority,10-19y,none,middle class,0.94856,1,after 2015,0,0,10022,13887,sedan,1,0,3,0
5552,26-39,male,majority,10-19y,high school,upper class,0.922077,0,after 2015,1,1,10007,20891,sedan,3,1,2,1
5553,65+,male,minority,10-19y,none,working class,0.253711,0,after 2015,1,1,10032,16818,sedan,0,0,1,0
5554,40-64,male,minority,20-29y,high school,working class,0.472886,1,before 2015,0,1,10068,16950,sedan,4,0,0,0
5555,40-64,male,majority,0-9y,high school,middle class,0.535052,0,before 2015,1,1,10068,6151,sedan,1,0,0,0
5556,40-64,female,minority,20-29y,university,working class,0.852191,0,after 2015,1,0,10048,20887,sports car,0,0,4,0
5557,16-25,female,majority,10-19y,university,middle class,0.559021,0,before 2015,0,0,10022,7472,sedan,0,0,1,0
5558,40-64,female,majority,0-9y,university,upper class,0.252715,1,before 2015,0,0,10081,9010,sports car,3,0,0,1
5559,26-39,female,minority,20-29y,high school,middle class,0.547539,0,after 2015,1,0,10022,7362,sedan,1,0,1,0
5560,40-64,female,majority,20-29y,none,middle class,0.044284,0,after 2015,1,0,10009,21708,sports car,1,0,2,0
5561,26-39,female,minority,10-19y,university,middle class,0.834137,0,before 2015,1,1,10065,22687,sedan,2,0,3,0
5562,65+,male,majority,0-9y,high school,middle class,0.565999,1,before 2015,0,0,10009,24548,sedan,0,1,0,0
5563,26-39,female,majority,30y+,high school,middle class,0.651717,0,after 2015,0,0,10238,8312,sedan,4,0,0,0
5564,26-39,male,majority,30y+,none,poverty,0.200939,1,before 2015,1,0,10015,22002,sedan,0,2,2,0
5565,65+,male,majority,0-9y,high school,upper class,0.558134,1,after 2015,1,0,10065,16636,sports car,5,0,1,1
5566,16-25,male,majority,30y+,high school,working class,0.530637,0,before 2015,0,0,10068,23046,sedan,2,0,0,0
5567,40-64,male,majority,10-19y,high school,working class,0.619631,0,before 2015,1,1,10022,10847,sedan,3,0,3,0
5568,40-64,male,majority,30y+,none,upper class,0.84742,0,after 2015,0,1,10015,10545,sports car,2,0,2,0
5569,40-64,male,majority,20-29y,university,upper class,0.764538,0,before 2015,1,0,10048,21109,sports car,0,0,2,0
5570,65+,male,minority,30y+,none,working class,0.546874,1,before 2015,0,1,10032,9954,sports car,2,1,0,0
5571,65+,female,majority,20-29y,university,working class,0.893403,0,after 2015,0,0,10238,6448,sedan,0,0,1,0
5572,16-25,female,minority,0-9y,university,middle class,0.358418,1,after 2015,1,0,10007,13811,sedan,0,0,0,0
5573,40-64,female,majority,0-9y,university,working class,0.492551,1,before 2015,1,0,10032,17095,sedan,1,0,2,1
5574,40-64,male,majority,10-19y,university,working class,0.649434,0,after 2015,0,1,10009,19131,sedan,5,0,2,1
5575,40-64,male,majority,0-9y,none,upper class,0.440767,1,after 2015,0,1,10068,7827,sports car,2,0,0,0
5576,16-25,female,majority,10-19y,university,middle class,0.361418,0,after 2015,0,1,10238,15291,sedan,0,0,1,0
5577,40-64,male,majority,30y+,university,middle class,0.112394,1,before 2015,1,0,10015,11666,sedan,3,0,0,0
5578,65+,female,majority,10-19y,none,middle class,0.635899,0,after 2015,0,1,10048,13978,sports car,2,0,4,1
5579,65+,female,majority,10-19y,high school,middle class,0.192606,0,after 2015,0,1,10009,6923,sports car,4,0,3,1
5580,26-39,female,minority,10-19y,high school,upper class,0.138255,0,before 2015,0,1,10068,19805,sports car,2,1,2,1
5581,16-25,female,majority,20-29y,high school,middle class,0.182153,0,after 2015,1,1,10022,17823,sports car,0,0,3,1
5582,26-39,male,minority,0-9y,university,middle class,0.68848,1,before 2015,0,1,10068,15615,sedan,1,3,1,1
5583,40-64,male,majority,10-19y,high school,middle class,0.138359,0,before 2015,1,1,10065,8611,sedan,0,0,4,0
5584,40-64,female,minority,30y+,none,upper class,0.976236,1,before 2015,1,1,10032,8456,sedan,0,0,1,0
5585,26-39,male,majority,30y+,university,middle class,0.758541,1,after 2015,1,1,10007,9026,sports car,0,0,2,0
